,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
6807,6807,0.617,0.588,1,-6.3020000000000005,1,0.464,0.0369,0.0,0.514,0.878,132.164,audio_features,223173,4,Underground Rap,Rich As Fuck,, Rich As Fuck
16696,16696,0.847,0.75,7,-7.811,1,0.074,0.0526,0.924,0.0886,0.375,125.992,audio_features,339317,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
6579,6579,0.682,0.855,9,-4.746,1,0.394,0.208,0.0,0.552,0.569,173.84900000000005,audio_features,211691,4,Underground Rap,Badboi,, Badboi
19431,19431,0.7609999999999999,0.731,7,-12.637,1,0.0843,0.011,0.897,0.614,0.0358,138.012,audio_features,351440,4,techno,,Dark Techno Rave,Dark Techno Rave 
23543,23543,0.472,0.989,0,-3.762,0,0.0348,0.0021899999999999,0.883,0.22,0.405,139.982,audio_features,274283,4,trance,,Uplifting | Trance,Uplifting | Trance 
12128,12128,0.71,0.648,8,-7.31,1,0.231,0.0904,0.0,0.266,0.41,160.061,audio_features,120019,4,Rap,Costa Rica (feat. Ski Mask the Slump God),, Costa Rica (feat. Ski Mask the Slump God)
9074,9074,0.8190000000000001,0.747,9,-7.439,1,0.0587,0.00326,0.0017,0.0847,0.3720000000000001,134.999,audio_features,135326,4,Trap Metal,I Ended Up Driving The Camaro Off The Causeway Bridge,, I Ended Up Driving The Camaro Off The Causeway Bridge
22826,22826,0.583,0.742,1,-4.427,0,0.0459,0.039,0.000268,0.931,0.344,127.99,audio_features,188438,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
19630,19630,0.599,0.908,0,-6.977,1,0.0536,0.0001139999999999,0.564,0.936,0.265,128.005,audio_features,472577,4,techno,,Dark Techno,Dark Techno 
23842,23842,0.408,0.871,0,-5.272,0,0.0688,0.0199,0.867,0.123,0.5479999999999999,137.987,audio_features,249239,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
28501,28501,0.64,0.728,2,-4.71,1,0.083,0.0556,0.765,0.0891,0.173,174.03400000000005,audio_features,384255,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
27307,27307,0.5379999999999999,0.779,2,-7.806,0,0.211,0.0702,0.00115,0.123,0.451,152.97,audio_features,214216,4,trap,,Lost Lands 2019,Lost Lands 2019 
4011,4011,0.94,0.415,5,-10.072,1,0.357,0.0301,0.0,0.0868,0.468,199.922,audio_features,175047,4,Underground Rap,Glock Talk,, Glock Talk
4915,4915,0.7809999999999999,0.518,9,-4.657,0,0.0297,0.0652,0.000656,0.0522,0.61,199.968,audio_features,136614,4,Underground Rap,HEARTEATER,, HEARTEATER
8901,8901,0.578,0.42,5,-12.558,1,0.19,0.123,1.66e-05,0.196,0.208,159.85299999999995,audio_features,354064,4,Trap Metal,Just Tryna,, Just Tryna
20019,20019,0.763,0.8220000000000001,11,-10.006,0,0.0573,0.45,0.92,0.0967,0.389,135.01,audio_features,404537,4,techno,,Techno Bangers,Techno Bangers 
25346,25346,0.609,0.882,11,-5.894,0,0.0575,0.0106,0.947,0.696,0.31,137.98,audio_features,537520,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
6430,6430,0.703,0.794,10,-9.025,0,0.301,0.0661,1.17e-06,0.405,0.463,196.304,audio_features,211267,4,Underground Rap,2000 B.C. (Before Canibus),, 2000 B.C. (Before Canibus)
6200,6200,0.6759999999999999,0.578,3,-8.379,0,0.0809,0.0361,0.00125,0.0775,0.116,149.982,audio_features,144067,4,Underground Rap,Torture Chambers,, Torture Chambers
15631,15631,0.799,0.466,8,-9.055,1,0.0648,0.125,0.0,0.136,0.0558,114.082,audio_features,143180,4,Hiphop,Coke (feat. Lil Peep),, Coke (feat. Lil Peep)
21126,21126,0.715,0.3339999999999999,9,-11.793,0,0.105,0.0106,0.953,0.1009999999999999,0.353,128.002,audio_features,451155,4,techno,,Dark Techno Rave,Dark Techno Rave 
7698,7698,0.8420000000000001,0.498,1,-6.837999999999999,0,0.505,0.0747,0.0,0.123,0.32,150.933,audio_features,179507,4,Underground Rap,Skateboard P,, Skateboard P
6849,6849,0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.352,0.815,170.00400000000005,audio_features,189176,4,Underground Rap,D4L,, D4L
26800,26800,0.477,0.962,0,-0.8390000000000001,1,0.281,0.000437,0.851,0.346,0.15,149.958,audio_features,248940,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
3425,3425,0.166,0.69,2,-8.135,1,0.0436,0.000405,0.0612,0.338,0.0382,173.46200000000005,audio_features,251236,5,Dark Trap,last breath,, last breath
10822,10822,0.637,0.705,6,-6.437,0,0.298,0.106,0.0,0.144,0.518,189.72,audio_features,133432,4,Emo,Rode Lipstick,, Rode Lipstick
23846,23846,0.652,0.943,7,-5.903,1,0.0532,7.36e-05,0.8109999999999999,0.104,0.174,142.025,audio_features,534085,4,psytrance,,PsytranceL Full on Progressive (&Goa),PsytranceL Full on Progressive (&Goa) 
19791,19791,0.802,0.644,11,-8.582,0,0.0519,0.00879,0.902,0.109,0.0336,128.002,audio_features,385200,4,techno,,Techno Music 2020 | Best Techno,Techno Music 2020 | Best Techno 
7399,7399,0.3670000000000001,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.91299999999995,audio_features,229147,4,Underground Rap,Bound 2,, Bound 2
18080,18080,0.856,0.895,6,-3.908,0,0.0692,0.0101,0.0975,0.0696,0.634,125.952,audio_features,199996,4,techhouse,,Dirtybird House,Dirtybird House 
3185,3185,0.809,0.955,0,-2.2430000000000003,1,0.0461,0.00106,0.8420000000000001,0.352,0.264,199.97,audio_features,122462,4,Dark Trap,3-6 Destruction,, 3-6 Destruction
32573,32573,0.39,0.93,0,-4.136,0,0.0557,0.0048,0.0,0.122,0.0577,150.08,audio_features,202182,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
14019,14019,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,222533,4,Pop,Summer,, Summer
2891,2891,0.519,0.912,1,-1.871,0,0.0338,0.0892,7.65e-06,0.0942,0.136,120.09,audio_features,168000,4,Dark Trap,Drops of Water,, Drops of Water
6500,6500,0.773,0.636,1,-8.346,1,0.294,0.024,0.0,0.321,0.524,119.85,audio_features,219024,4,Underground Rap,Hearse Trip,, Hearse Trip
25572,25572,0.598,0.982,11,-6.147,0,0.0476,0.000753,0.752,0.265,0.486,148.014,audio_features,414520,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
1640,1640,0.9,0.365,10,-6.395,0,0.235,0.147,0.185,0.179,0.136,135.003,audio_features,202667,4,Dark Trap,Mad Stalkers,, Mad Stalkers
24219,24219,0.7290000000000001,0.3879999999999999,5,-8.11,1,0.068,0.0419,0.045,0.072,0.265,142.062,audio_features,236620,4,psytrance,,Psytrance Supernova,Psytrance Supernova 
9309,9309,0.728,0.863,1,-3.4160000000000004,1,0.345,0.00771,6.59e-06,0.384,0.468,206.564,audio_features,61935,5,Trap Metal,DEGENERATE FUCK,, DEGENERATE FUCK
23852,23852,0.629,0.91,6,-5.135,0,0.0498,4.58e-05,0.91,0.441,0.2189999999999999,136.991,audio_features,457117,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
7196,7196,0.774,0.716,1,-7.202000000000001,1,0.163,0.032,1.23e-06,0.0782,0.6709999999999999,199.99,audio_features,174000,4,Underground Rap,Bitches (feat. 1takejay),, Bitches (feat. 1takejay)
18255,18255,0.807,0.918,1,-7.113,1,0.0507,0.00528,0.8420000000000001,0.0901,0.629,125.006,audio_features,415054,4,techhouse,,Tech House Bangerz,Tech House Bangerz 
12746,12746,0.84,0.398,9,-12.967,1,0.0667,0.34,4.44e-06,0.0985,0.458,139.968,audio_features,150857,4,RnB,Valley Girl,, Valley Girl
31086,31086,0.474,0.871,5,-7.37,0,0.0564,0.0152,1.07e-06,0.0911,0.205,149.934,audio_features,200029,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
9002,9002,0.7040000000000001,0.7929999999999999,2,-4.924,1,0.143,0.00687,0.00307,0.468,0.345,199.93,audio_features,138057,4,Trap Metal,Dejection,, Dejection
10038,10038,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.0008029999999999,0.348,0.332,140.055,audio_features,238400,3,Emo,The Red,, The Red
11174,11174,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,audio_features,157643,4,Rap,GUMMO,, GUMMO
31672,31672,0.529,0.937,5,-3.397,0,0.0465,0.0303,0.000127,0.151,0.545,149.99200000000005,audio_features,202400,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
30102,30102,0.589,0.562,9,-6.399,1,0.0578,0.00636,0.85,0.1119999999999999,0.0872,174.02900000000002,audio_features,270025,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
10753,10753,0.7020000000000001,0.757,11,-3.435,1,0.0305,7.190000000000001e-05,4.72e-06,0.361,0.8220000000000001,121.993,audio_features,221933,4,Emo,Headlight Disco,, Headlight Disco
15569,15569,0.6990000000000001,0.575,1,-9.922,1,0.159,0.218,0.0,0.112,0.234,148.767,audio_features,116240,4,Hiphop,Did It Again,, Did It Again
10060,10060,0.392,0.847,7,-4.143,1,0.0467,0.000557,0.00238,0.347,0.525,174.08,audio_features,202546,4,Emo,1992,, 1992
20202,20202,0.7140000000000001,0.877,2,-8.392000000000001,1,0.0687,0.0012,0.804,0.093,0.314,127.989,audio_features,420000,4,techno,,Techno,Techno 
22788,22788,0.537,0.987,7,-5.37,1,0.0712,0.00134,0.0652,0.455,0.171,137.99,audio_features,242391,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
31753,31753,0.488,0.979,7,-3.329,0,0.0462,0.114,0.204,0.158,0.184,150.006,audio_features,237200,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
6686,6686,0.309,0.391,8,-9.068,1,0.0414,0.0148,0.0,0.117,0.0438,124.789,audio_features,153643,4,Underground Rap,Tattoos,, Tattoos
10441,10441,0.7659999999999999,0.163,6,-15.975,1,0.0573,0.92,0.000132,0.107,0.634,104.957,audio_features,146147,4,Emo,"always, i'll care",," always, i'll care"
16642,16642,0.8029999999999999,0.858,10,-4.019,1,0.0538,0.0111,0.096,0.0766,0.862,121.989,audio_features,158115,4,techhouse,,Tech house,Tech house 
649,649,0.738,0.85,8,-7.181,1,0.0575,0.115,5.04e-06,0.248,0.0381,133.967,audio_features,150448,4,Dark Trap,Make You Cry,, Make You Cry
8509,8509,0.321,0.96,0,-4.847,1,0.366,0.617,0.0205,0.326,0.516,140.674,audio_features,78692,4,Trap Metal,IAmBecomeDeath,, IAmBecomeDeath
17220,17220,0.737,0.949,11,-4.744,0,0.0443,0.0038399999999999,0.6829999999999999,0.0728,0.462,123.999,audio_features,439355,4,techhouse,,Tech House 2020,Tech House 2020 
6350,6350,0.753,0.6759999999999999,7,-6.509,0,0.0696,0.0168,0.0,0.122,0.358,196.028,audio_features,215510,4,Underground Rap,Too Bad,, Too Bad
24054,24054,0.581,0.981,1,-5.572,1,0.0459,0.000149,0.8390000000000001,0.366,0.584,144.997,audio_features,458483,4,psytrance,,Psytrance 2020,Psytrance 2020 
3297,3297,0.8079999999999999,0.515,1,-11.056,1,0.0474,0.0499,2.54e-05,0.297,0.0896,119.994,audio_features,162182,4,Dark Trap,Cookies,, Cookies
28204,28204,0.5329999999999999,0.946,1,-2.439,1,0.241,0.00243,0.0132,0.2689999999999999,0.349,149.875,audio_features,199431,4,trap,,Riddim Dubstep 2017-2018-2019,Riddim Dubstep 2017-2018-2019 
10101,10101,0.466,0.99,8,-2.349,1,0.0969,0.0136,0.000184,0.456,0.213,139.988,audio_features,202027,4,Emo,Hello Fascination,, Hello Fascination
8238,8238,0.7170000000000001,0.925,0,-4.246,1,0.311,0.244,0.0,0.287,0.412,137.989,audio_features,212245,4,Trap Metal,Chain$Aw,, Chain$Aw
1645,1645,0.3229999999999999,0.67,4,-7.009,0,0.104,0.0124,0.185,0.168,0.179,168.274,audio_features,102857,4,Dark Trap,Lonely World,, Lonely World
23566,23566,0.642,0.8320000000000001,5,-7.136,0,0.0499,0.00955,0.048,0.124,0.114,135.101,audio_features,527787,4,trance,,State if Trance (The best ASOT Epsidoes),State if Trance (The best ASOT Epsidoes) 
24036,24036,0.475,0.993,7,-4.12,1,0.0684,1.47e-05,0.883,0.1669999999999999,0.208,143.018,audio_features,468252,4,psytrance,,Psytrance 2020,Psytrance 2020 
10397,10397,0.574,0.624,10,-5.547999999999999,0,0.0478,0.205,6.47e-05,0.108,0.157,160.042,audio_features,233314,4,Emo,F U Till I F U (feat. Cass),, F U Till I F U (feat. Cass)
17435,17435,0.8220000000000001,0.757,1,-7.999,1,0.209,0.00678,0.8809999999999999,0.3379999999999999,0.15,124.023,audio_features,239758,4,techhouse,,Dirtybird Players,Dirtybird Players 
5187,5187,0.695,0.764,1,-8.135,1,0.0566,0.129,0.000609,0.105,0.109,132.97799999999998,audio_features,144361,4,Underground Rap,STILL THA SAME,, STILL THA SAME
4289,4289,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,audio_features,159382,4,Underground Rap,Falling,, Falling
8177,8177,0.898,0.625,11,-6.757999999999999,0,0.246,0.0034,0.0,0.382,0.399,139.999,audio_features,87429,4,Trap Metal,DICK4EVERYONE!,, DICK4EVERYONE!
17377,17377,0.654,0.926,5,-5.046,1,0.0399,8.36e-05,0.0963,0.359,0.2789999999999999,124.007,audio_features,220643,4,techhouse,,tech house,tech house 
1769,1769,0.74,0.383,10,-16.654,0,0.313,0.478,0.0205,0.11,0.38,200.038,audio_features,129650,4,Dark Trap,TheHandOfTheWitch,, TheHandOfTheWitch
18388,18388,0.792,0.952,5,-8.484,0,0.0819999999999999,0.0214,0.655,0.108,0.5329999999999999,127.017,audio_features,230551,4,techhouse,,Tech House Pizza,Tech House Pizza 
13842,13842,0.498,0.688,8,-6.58,1,0.452,0.18,0.0,0.481,0.507,147.899,audio_features,315040,4,RnB,BLACK EFFECT,, BLACK EFFECT
22592,22592,0.4039999999999999,0.939,10,-5.297999999999999,1,0.104,0.00714,3.18e-06,0.341,0.134,140.023,audio_features,243598,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
8199,8199,0.5429999999999999,0.877,7,-5.999,0,0.0861,0.00146,0.0,0.394,0.662,180.122,audio_features,151674,4,Trap Metal,MANHUNT,, MANHUNT
10662,10662,0.377,0.8690000000000001,2,-5.399,1,0.0965,0.00026,8.740000000000001e-05,0.114,0.351,145.17600000000004,audio_features,331654,4,Emo,Comedown,, Comedown
4729,4729,0.7879999999999999,0.511,5,-8.714,0,0.174,0.579,0.000297,0.0968,0.383,130.023,audio_features,173849,4,Underground Rap,Go Hard (feat. Don Quez),, Go Hard (feat. Don Quez)
8489,8489,0.568,0.68,1,-7.68,1,0.355,0.156,0.0,0.665,0.397,150.216,audio_features,131000,4,Trap Metal,WDT,, WDT
24514,24514,0.655,0.951,2,-5.566,1,0.0638,0.00015,0.738,0.108,0.148,145.004,audio_features,422069,4,psytrance,,PsyTrance 2019 By GMR,PsyTrance 2019 By GMR 
27839,27839,0.603,0.518,6,-8.083,1,0.488,0.00431,0.00179,0.127,0.186,150.00799999999995,audio_features,280907,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
7153,7153,0.59,0.5579999999999999,8,-6.94,0,0.0378,0.254,0.0,0.171,0.334,159.996,audio_features,157043,4,Underground Rap,Tapatío,, Tapatío
4820,4820,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,audio_features,262333,4,Underground Rap,Boulevard of Broken Dreams,, Boulevard of Broken Dreams
15957,15957,0.6890000000000001,0.7709999999999999,0,-5.646,0,0.332,0.0436,0.0,0.134,0.54,115.051,audio_features,230609,4,Hiphop,Fantasy (feat. Sutton),, Fantasy (feat. Sutton)
13330,13330,0.924,0.5429999999999999,9,-7.474,0,0.298,0.182,0.0,0.103,0.736,133.907,audio_features,207813,4,RnB,Fake Love,, Fake Love
12401,12401,0.745,0.354,1,-6.544,1,0.0571,0.0686,0.0,0.151,0.415,168.00599999999997,audio_features,241320,4,RnB,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",," I Know You See It (feat. Brandy ""Ms. B"" Hambrick)"
4418,4418,0.588,0.698,11,-7.057,0,0.0434,0.0724,1.23e-05,0.6729999999999999,0.121,109.973,audio_features,201333,4,Underground Rap,White Girl,, White Girl
4920,4920,0.899,0.593,1,-7.143,1,0.294,0.00837,0.0,0.213,0.904,155.881,audio_features,141538,4,Underground Rap,ION (feat. Smokepurpp),, ION (feat. Smokepurpp)
31020,31020,0.428,0.904,1,-7.939,0,0.107,2.730000000000001e-05,0.976,0.484,0.208,151.798,audio_features,273628,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
28883,28883,0.682,0.907,11,-3.824,0,0.222,0.139,0.0267,0.134,0.5670000000000001,172.02200000000005,audio_features,206136,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
29654,29654,0.532,0.88,6,-7.602,0,0.0451,0.000548,0.923,0.0562,0.085,174.986,audio_features,405885,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
25444,25444,0.539,0.964,1,-4.964,1,0.0459,1.2e-05,0.7959999999999999,0.163,0.251,146.0,audio_features,446301,4,psytrance,,Psytrance 2020,Psytrance 2020 
7938,7938,0.893,0.633,7,-6.436,1,0.194,0.00392,0.0,0.134,0.772,185.038,audio_features,198856,4,Underground Rap,Swap Meet,, Swap Meet
11081,11081,0.873,0.6629999999999999,1,-4.086,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,audio_features,115194,4,Rap,going down!,, going down!
13763,13763,0.71,0.407,10,-9.418,0,0.0925,0.63,0.000157,0.0948,0.339,118.091,audio_features,219693,4,RnB,Lights On,, Lights On
3945,3945,0.87,0.8540000000000001,8,-4.819,1,0.475,0.0451,0.0,0.29,0.76,140.12,audio_features,124982,4,Underground Rap,PINOCCHIO,, PINOCCHIO
13448,13448,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,audio_features,195637,4,RnB,Leave Me Alone,, Leave Me Alone
2431,2431,0.59,0.8640000000000001,11,-5.939,1,0.0455,0.216,0.166,0.119,0.0873,135.025,audio_features,208681,4,Dark Trap,Antidote,, Antidote
2576,2576,0.591,0.7140000000000001,9,-10.099,0,0.0391,0.721,0.713,0.189,0.601,143.963,audio_features,133333,4,Dark Trap,Falling Faster //,, Falling Faster //
15925,15925,0.614,0.579,2,-10.446,1,0.322,0.385,0.0,0.211,0.833,180.286,audio_features,256000,4,Hiphop,Rule of the Gun (Remix),, Rule of the Gun (Remix)
22946,22946,0.461,0.971,0,-2.8160000000000003,1,0.0944,0.0142,0.000137,0.342,0.148,128.001,audio_features,194923,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
1494,1494,0.732,0.4,8,-9.303,1,0.0429,0.000471,4.15e-05,0.131,0.034,135.971,audio_features,120555,4,Dark Trap,BlancoBenz,, BlancoBenz
17204,17204,0.778,0.933,9,-5.718999999999999,1,0.214,0.00195,0.807,0.602,0.535,124.993,audio_features,361070,4,techhouse,,Dirtybird Players,Dirtybird Players 
23277,23277,0.475,0.564,11,-9.403,1,0.0291,0.0655,0.0151,0.0795,0.145,130.004,audio_features,308796,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
19655,19655,0.672,0.968,2,-6.375,1,0.0693,0.00263,0.904,0.114,0.19,125.919,audio_features,305682,4,techno,,Dark Techno Rave,Dark Techno Rave 
2892,2892,0.593,0.955,11,-6.585,0,0.1669999999999999,0.00576,0.91,0.298,0.489,133.014,audio_features,77619,4,Dark Trap,Gloria,, Gloria
30029,30029,0.315,0.988,9,-1.787,0,0.0441,6.720000000000001e-05,0.857,0.0979,0.213,174.028,audio_features,268658,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
12111,12111,0.696,0.6659999999999999,1,-2.431,1,0.0382,0.0376,0.327,0.217,0.148,120.008,audio_features,221370,4,Rap,Boy Red,, Boy Red
10325,10325,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,145.59,audio_features,213827,4,Emo,When I Was Your Man,, When I Was Your Man
3418,3418,0.208,0.557,9,-5.831,0,0.0387,0.000932,0.226,0.115,0.0388,116.442,audio_features,133565,4,Dark Trap,Miræ,, Miræ
15644,15644,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,audio_features,221543,4,Hiphop,wish you were gay,, wish you were gay
9067,9067,0.551,0.914,7,-4.9910000000000005,1,0.237,0.305,0.0147,0.0767,0.141,157.33100000000005,audio_features,146536,3,Trap Metal,"Purge, Kill, Die",," Purge, Kill, Die"
22143,22143,0.474,0.879,7,-8.567,1,0.0722,0.000571,0.000779,0.102,0.158,134.225,audio_features,260267,4,trance,,Uplifting | Trance,Uplifting | Trance 
20559,20559,0.745,0.89,1,-6.808,0,0.0496,0.000478,0.907,0.127,0.0353,127.984,audio_features,406875,4,techno,,Top Techno Tracks 2020,Top Techno Tracks 2020 
21597,21597,0.4479999999999999,0.986,4,-4.0,1,0.477,0.000975,0.000452,0.705,0.04,138.019,audio_features,227826,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
7611,7611,0.605,0.8859999999999999,1,-6.549,1,0.0359,0.119,0.857,0.368,0.763,160.024,audio_features,122250,4,Underground Rap,Bullet in My Head,, Bullet in My Head
15573,15573,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,120027,4,Hiphop,Revenge,, Revenge
31247,31247,0.693,0.983,10,-5.23,0,0.111,0.0909,0.782,0.2239999999999999,0.295,150.03799999999995,audio_features,372671,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
8460,8460,0.7170000000000001,0.7979999999999999,1,-6.437,1,0.266,0.171,0.0,0.149,0.371,118.081,audio_features,229322,4,Trap Metal,Fear & Death,, Fear & Death
19687,19687,0.773,0.417,0,-16.152,1,0.0593,0.114,0.865,0.1009999999999999,0.0369,126.01,audio_features,441954,4,techno,,Dark Techno,Dark Techno 
6182,6182,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,168.19799999999995,audio_features,293973,4,Underground Rap,N.Y. State of Mind,, N.Y. State of Mind
32556,32556,0.413,0.903,6,-3.417,1,0.105,0.0405,2.98e-05,0.535,0.205,152.099,audio_features,193619,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
13556,13556,0.7040000000000001,0.7,1,-5.609,0,0.341,0.0173,0.0,0.0707,0.645,185.016,audio_features,208040,4,RnB,Gold Digger,, Gold Digger
32856,32856,0.4970000000000001,0.7240000000000001,1,-6.734,1,0.0709,0.106,0.000799,0.36,0.174,155.024,audio_features,154839,4,hardstyle,,Hardstyle 2020 | Updated Weekly,Hardstyle 2020 | Updated Weekly 
32133,32133,0.513,0.936,1,-4.268,0,0.0653,3.89e-05,0.957,0.13,0.23,150.092,audio_features,298884,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
20280,20280,0.445,0.841,7,-11.425999999999998,1,0.0496,0.0429,0.919,0.787,0.474,130.05200000000002,audio_features,170900,4,techno,,techno. only. (08/02),techno. only. (08/02) 
20938,20938,0.7979999999999999,0.662,7,-12.215,1,0.0383,0.000366,0.838,0.108,0.327,125.396,audio_features,298600,3,techno,,Techno / Minimal / Hardcore/ Melodic / Dark,Techno / Minimal / Hardcore/ Melodic / Dark 
18866,18866,0.826,0.713,11,-8.963,1,0.122,0.0122,0.87,0.114,0.3329999999999999,124.026,audio_features,340645,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
13855,13855,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,audio_features,213400,4,RnB,LOVE. FEAT. ZACARI.,, LOVE. FEAT. ZACARI.
18460,18460,0.7290000000000001,0.73,10,-7.832999999999997,0,0.0422,0.172,0.713,0.17,0.887,125.004,audio_features,464863,4,techhouse,,tech house,tech house 
26031,26031,0.602,0.941,11,-5.444,0,0.0491,4.07e-05,0.7140000000000001,0.358,0.0415,144.017,audio_features,440000,4,psytrance,,Psytrance Supernova,Psytrance Supernova 
23538,23538,0.352,0.845,1,-6.3,1,0.0764,0.0021,0.797,0.0655,0.103,145.006,audio_features,493241,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
7387,7387,0.5489999999999999,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,189.39,audio_features,211493,4,Underground Rap,Gin N Juice (feat. Dat Nigga Daz),, Gin N Juice (feat. Dat Nigga Daz)
29514,29514,0.456,0.939,8,-4.402,1,0.0487,0.000603,8.37e-06,0.0463,0.4039999999999999,173.99900000000005,audio_features,295172,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
11814,11814,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,audio_features,208733,4,Rap,ELEMENT.,, ELEMENT.
10644,10644,0.316,0.913,6,-5.314,0,0.0614,8.28e-05,0.0134,0.0508,0.457,168.202,audio_features,190393,4,Emo,Castaway,, Castaway
32914,32914,0.6579999999999999,0.941,6,-6.846,1,0.0841,0.0168,0.102,0.12,0.153,150.026,audio_features,316062,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
21521,21521,0.4629999999999999,0.91,7,-6.5870000000000015,1,0.03,0.00322,0.946,0.0681,0.0432,135.995,audio_features,386210,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
2990,2990,0.562,0.965,6,-3.337,1,0.158,0.336,0.8059999999999999,0.313,0.302,139.95600000000002,audio_features,156000,4,Dark Trap,Justice Is a Girl,, Justice Is a Girl
8252,8252,0.459,0.984,4,-1.538,0,0.488,0.0043799999999999,2.57e-05,0.3670000000000001,0.458,151.116,audio_features,133799,4,Trap Metal,Run!,, Run!
29782,29782,0.362,0.899,8,-7.193,1,0.059,0.0018399999999999,0.000177,0.15,0.366,174.111,audio_features,297931,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
32017,32017,0.5579999999999999,0.985,1,-3.1910000000000003,1,0.0818,0.00469,5.290000000000001e-05,0.297,0.612,149.99200000000005,audio_features,212429,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
27568,27568,0.738,0.988,9,-1.319,0,0.327,0.0746,1.31e-05,0.46,0.402,150.015,audio_features,208000,4,trap,,Riddim Dubstep 2017-2018-2019,Riddim Dubstep 2017-2018-2019 
7451,7451,0.429,0.805,0,-3.663,0,0.0779,0.0348,0.0,0.211,0.281,182.502,audio_features,161625,5,Underground Rap,Fuck a Wedding Ring I Got Her a Cock (feat. Drew Will$ & Wetback Manny),, Fuck a Wedding Ring I Got Her a Cock (feat. Drew Will$ & Wetback Manny)
25014,25014,0.511,0.8190000000000001,3,-6.8729999999999976,0,0.0682,0.0313,0.853,0.242,0.111,138.013,audio_features,520000,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
28597,28597,0.45,0.856,11,-3.0810000000000004,1,0.0734,0.000385,1.21e-05,0.604,0.361,174.09599999999998,audio_features,220733,4,dnb,,DRUM & BASS 2020,DRUM & BASS 2020 
